agent,archetype,seed,episode,reward,ctr,sends,seconds
DQN,NormalStudent,0,950,-4.56797152237734,0.3274478330658106,15.575,570.7
DQN,NormalStudent,0,1000,-5.4511484719679135,0.4126126126126126,13.875,570.7
DQN,NormalStudent,0,1050,-5.7613881343732745,0.29844961240310075,19.35,570.7
DQN,NormalStudent,0,1100,-5.582073728181657,0.3484848484848485,16.5,570.7
DQN,NormalStudent,0,1150,-11.569616006188241,0.2852512155591572,15.425,570.7
DQN,NormalStudent,0,1200,-5.68852783120844,0.32653061224489793,13.475,570.7
DQN,NormalStudent,0,1250,-9.218028130525935,0.33515482695810567,13.725,570.7
DQN,NormalStudent,0,1300,-11.442836994336009,0.39863013698630134,18.25,570.7
DQN,NormalStudent,0,1350,-7.569799614281749,0.3948439620081411,18.425,570.7
DQN,NormalStudent,0,1400,-14.084605296483005,0.31445904954499493,24.725,570.7
DQN,NormalStudent,0,1450,-2.5029776255891614,0.4440789473684211,7.6,570.7
DQN,NormalStudent,0,1500,-6.37118373117192,0.36858475894245724,16.075,570.7
DQN,NightOwlStudent,0,50,-7.403705404821913,0.44752475247524753,12.625,572.0
DQN,NightOwlStudent,0,100,5.9175449361494525,0.38524590163934425,6.1,572.0
DQN,NightOwlStudent,0,150,-1.4599893649355526,0.2756598240469208,17.05,572.0
DQN,NightOwlStudent,0,200,-2.6383848508426775,0.2959326788218794,17.825,572.0
DQN,NightOwlStudent,0,250,-1.4897018503033574,0.3502673796791444,18.7,572.0
DQN,NightOwlStudent,0,300,1.2799117761261036,0.34724540901502504,14.975,572.0
DQN,NightOwlStudent,0,350,0.5509946563007005,0.36935483870967745,15.5,572.0
DQN,NightOwlStudent,0,400,-5.159077845183978,0.3048469387755102,19.6,572.0
DQN,NightOwlStudent,0,450,-2.905716441378007,0.34770114942528735,8.7,572.0
DQN,NightOwlStudent,0,500,8.325965559804278,0.4176931690929451,22.325,572.0
DQN,NightOwlStudent,0,550,8.181282519595484,0.4026128266033254,21.05,572.0
DQN,NightOwlStudent,0,600,7.059533976196664,0.39358288770053473,23.375,572.0
DQN,NightOwlStudent,0,650,4.761661951126486,0.3939393939393939,23.925,572.0
DQN,NightOwlStudent,0,700,-1.207556659787239,0.38104448742746616,25.85,572.0
DQN,NightOwlStudent,0,750,7.319743988436818,0.4043243243243243,23.125,572.0
DQN,NightOwlStudent,0,800,28.06058606793035,0.5938337801608579,18.65,572.0
DQN,NightOwlStudent,0,850,21.5424515431206,0.5504694835680751,21.3,572.0
DQN,NightOwlStudent,0,900,13.007990918469506,0.5125958378970427,22.825,572.0
DQN,NightOwlStudent,0,950,19.554104586260646,0.5559895833333334,19.2,572.0
DQN,NightOwlStudent,0,1000,20.867709712864443,0.5483091787439613,20.7,572.0
DQN,NightOwlStudent,0,1050,28.74294787023471,0.5762273901808785,19.35,572.0
DQN,NightOwlStudent,0,1100,21.866736988581987,0.5677852348993289,18.625,572.0
DQN,NightOwlStudent,0,1150,24.39918838763711,0.5384615384615384,21.45,572.0
DQN,NightOwlStudent,0,1200,27.288486168934707,0.5565610859728507,22.1,572.0
DQN,NightOwlStudent,0,1250,18.257225465937523,0.5267538644470868,21.025,572.0
DQN,NightOwlStudent,0,1300,30.939174402114862,0.5677154582763337,18.275,572.0
DQN,NightOwlStudent,0,1350,25.599476825455387,0.5354993983152828,20.775,572.0
DQN,NightOwlStudent,0,1400,15.19576516282351,0.42697674418604653,26.875,572.0
DQN,NightOwlStudent,0,1450,11.967669247662355,0.4142732811140122,28.725,572.0
DQN,NightOwlStudent,0,1500,17.699660142149526,0.45323741007194246,24.325,572.0
DQN,NightShiftWorker,0,50,-42.737885392597605,0.14003944773175542,25.35,575.4
DQN,NightShiftWorker,0,100,-36.020656450317674,0.13407134071340712,20.325,575.4
DQN,NightShiftWorker,0,150,-28.703777456038615,0.1068840579710145,13.8,575.4
DQN,NightShiftWorker,0,200,-53.23858563372598,0.14184397163120568,31.725,575.4
DQN,NightShiftWorker,0,250,-40.379934293586125,0.13572204125950055,23.025,575.4
DQN,NightShiftWorker,0,300,-36.762762560829785,0.12452350698856417,19.675,575.4
DQN,NightShiftWorker,0,350,-8.048571461344224,0.09090909090909091,3.575,575.4
DQN,NightShiftWorker,0,400,0.0,0.0,0.0,575.4
DQN,NightShiftWorker,0,450,0.0,0.0,0.0,575.4
DQN,NightShiftWorker,0,500,0.0,0.0,0.0,575.4
DQN,NightShiftWorker,0,550,-7.835998852739872,0.1340782122905028,4.475,575.4
DQN,NightShiftWorker,0,600,0.0,0.0,0.0,575.4
DQN,NightShiftWorker,0,650,0.0,0.0,0.0,575.4
DQN,NightShiftWorker,0,700,0.0,0.0,0.0,575.4
DQN,NightShiftWorker,0,750,0.0,0.0,0.0,575.4
DQN,NightShiftWorker,0,800,0.0,0.0,0.0,575.4
DQN,NightShiftWorker,0,850,0.0,0.0,0.0,575.4
DQN,NightShiftWorker,0,900,0.0,0.0,0.0,575.4
DQN,NightShiftWorker,0,950,0.0,0.0,0.0,575.4
DQN,NightShiftWorker,0,1000,0.0,0.0,0.0,575.4
DQN,NightShiftWorker,0,1050,0.0,0.0,0.0,575.4
DQN,NightShiftWorker,0,1100,0.0,0.0,0.0,575.4
DQN,NightShiftWorker,0,1150,0.0,0.0,0.0,575.4
DQN,NightShiftWorker,0,1200,0.0,0.0,0.0,575.4
DQN,NightShiftWorker,0,1250,0.0,0.0,0.0,575.4
DQN,NightShiftWorker,0,1300,0.0,0.0,0.0,575.4
DQN,NightShiftWorker,0,1350,0.0,0.0,0.0,575.4
DQN,NightShiftWorker,0,1400,0.0,0.0,0.0,575.4
DQN,NightShiftWorker,0,1450,0.0,0.0,0.0,575.4
DQN,NightShiftWorker,0,1500,0.0950000457058136,0.3333333333333333,0.3,575.4
DDQN,OfficeWorker,0,50,-73.04963897657926,0.1732768579129765,64.925,580.6
DDQN,OfficeWorker,0,100,-62.642332497429194,0.17070805043646944,51.55,580.6
DDQN,OfficeWorker,0,150,-68.27100498314215,0.17145306472353194,58.325,580.6
DDQN,OfficeWorker,0,200,-54.760158063902395,0.18429561200923789,54.125,580.6
DDQN,OfficeWorker,0,250,-47.91141763643005,0.18579818473037907,46.825,580.6
DDQN,OfficeWorker,0,300,-18.022294349458768,0.23026744944553162,38.325,580.6
DDQN,OfficeWorker,0,350,-40.03798559999863,0.19906687402799378,48.225,580.6
DDQN,OfficeWorker,0,400,-39.53643170369141,0.19796137339055794,46.6,580.6
DDQN,OfficeWorker,0,450,-44.49977160515316,0.19298245614035087,48.45,580.6
DDQN,OfficeWorker,0,500,-4.040469315962122,0.2627416520210896,28.45,580.6
DDQN,OfficeWorker,0,550,-5.42702595168929,0.26241900647948163,23.15,580.6
DDQN,OfficeWorker,0,600,-4.0628256995869885,0.263724434876211,23.225,580.6
DDQN,OfficeWorker,0,650,-32.09194475202928,0.1997254632807138,36.425,580.6
DDQN,OfficeWorker,0,700,-0.4632780008472821,0.26929982046678635,27.85,580.6
DDQN,OfficeWorker,0,750,3.337205796142217,0.2811550151975684,32.9,580.6
DDQN,OfficeWorker,0,800,18.541608479587445,0.33048433048433046,26.325,580.6
DDQN,OfficeWorker,0,850,23.635574081840378,0.3469785575048733,25.65,580.6
DDQN,OfficeWorker,0,900,16.934828683869142,0.31317829457364343,32.25,580.6
DDQN,OfficeWorker,0,950,16.820062594542037,0.33232931726907633,24.9,580.6
DDQN,OfficeWorker,0,1000,26.794936638221014,0.38633540372670805,20.125,580.6
DDQN,OfficeWorker,0,1050,32.563475751567914,0.3936651583710407,22.1,580.6
DDQN,OfficeWorker,0,1100,20.60845012081932,0.33819241982507287,25.725,580.6
DDQN,OfficeWorker,0,1150,20.410702660309262,0.3339604891815616,26.575,580.6
DDQN,OfficeWorker,0,1200,21.28351784259441,0.3452502553626149,24.475,580.6
DDQN,OfficeWorker,0,1250,18.789839380815035,0.3213995117982099,30.725,580.6
DDQN,OfficeWorker,0,1300,10.098301641237024,0.2913955169920463,34.575,580.6
DDQN,OfficeWorker,0,1350,11.760817514952894,0.30438311688311687,30.8,580.6
DDQN,OfficeWorker,0,1400,24.323516818098312,0.3389084507042254,28.4,580.6
DDQN,OfficeWorker,0,1450,22.693160119601004,0.32212666145426117,31.975,580.6
DDQN,OfficeWorker,0,1500,21.603116727059856,0.33156028368794327,28.2,580.6
DDQN,NormalStudent,0,50,-15.954269465796028,0.22795497185741087,26.65,587.1
DDQN,NormalStudent,0,100,-19.793387902585433,0.21450459652706844,24.475,587.1
DDQN,NormalStudent,0,150,-30.012094734385432,0.19757085020242915,30.875,587.1
DDQN,NormalStudent,0,200,-52.29702667077729,0.17194029850746267,41.875,587.1
DDQN,NormalStudent,0,250,-14.437908717464614,0.2222222222222222,19.575,587.1
DDQN,NormalStudent,0,300,-3.8445787096905226,0.23157894736842105,4.75,587.1
DDQN,NormalStudent,0,350,-14.140994702197364,0.20169851380042464,11.775,587.1
DDQN,NormalStudent,0,400,-13.72772765148694,0.21205821205821207,12.025,587.1
DDQN,NormalStudent,0,450,-22.33537358778418,0.21135029354207435,25.55,587.1
DDQN,NormalStudent,0,500,-23.90816858801537,0.21529324424647364,33.675,587.1
DDQN,NormalStudent,0,550,-22.86406588727464,0.21299342105263158,30.4,587.1
DDQN,NormalStudent,0,600,-17.775623242802833,0.2570048309178744,25.875,587.1
DDQN,NormalStudent,0,650,-16.461885748031477,0.24378881987577639,16.1,587.1
DDQN,NormalStudent,0,700,-10.693821528073396,0.28396946564885495,16.375,587.1
DDQN,NormalStudent,0,750,-6.183773613968181,0.24153498871331827,11.075,587.1
DDQN,NormalStudent,0,800,-0.04771639076380776,0.2919847328244275,13.1,587.1
DDQN,NormalStudent,0,850,-6.817941256539605,0.3078125,16.0,587.1
DDQN,NormalStudent,0,900,-10.486966383963932,0.32281553398058255,10.3,587.1
DDQN,NormalStudent,0,950,-3.875012223359259,0.411214953271028,10.7,587.1
DDQN,NormalStudent,0,1000,4.157383101451248,0.5316901408450704,7.1,587.1
DDQN,NormalStudent,0,1050,-0.9659540091642299,0.4853658536585366,10.25,587.1
DDQN,NormalStudent,0,1100,3.101332057036832,0.5541125541125541,5.775,587.1
DDQN,NormalStudent,0,1150,-19.669210211398138,0.3725247524752475,20.2,587.1
DDQN,NormalStudent,0,1200,-2.092134171332416,0.49489795918367346,9.8,587.1
DDQN,NormalStudent,0,1250,-4.0884803113251325,0.45742092457420924,10.275,587.1
DDQN,NormalStudent,0,1300,0.7952482547307893,0.45866141732283466,12.7,587.1
DDQN,NormalStudent,0,1350,-8.437278276977706,0.34396671289875175,18.025,587.1
DDQN,NormalStudent,0,1400,-5.695125163185791,0.35833333333333334,15.0,587.1
DDQN,NormalStudent,0,1450,-0.8640395179038597,0.4216417910447761,13.4,587.1
DDQN,NormalStudent,0,1500,2.018229003208167,0.4177215189873418,13.825,587.1
DDQN,NightShiftWorker,0,50,-42.63069954239092,0.14313725490196078,25.5,594.1
DDQN,NightShiftWorker,0,100,-39.90787937472528,0.12702078521939955,21.65,594.1
DDQN,NightShiftWorker,0,150,-26.707164424348036,0.12050359712230216,13.9,594.1
DDQN,NightShiftWorker,0,200,-53.63425414100501,0.14588057445200303,33.075,594.1
DDQN,NightShiftWorker,0,250,-44.38627301219,0.13074565883554648,24.475,594.1
DDQN,NightShiftWorker,0,300,-36.61577241222752,0.1281094527363184,20.1,594.1
DDQN,NightShiftWorker,0,350,-17.24677233884893,0.10606060606060606,8.25,594.1
DDQN,NightShiftWorker,0,400,0.0,0.0,0.0,594.1
DDQN,NightShiftWorker,0,450,0.0,0.0,0.0,594.1
DDQN,NightShiftWorker,0,500,0.0,0.0,0.0,594.1
DDQN,NightShiftWorker,0,550,0.0,0.0,0.0,594.1
DDQN,NightShiftWorker,0,600,-4.402645101273176,0.1509433962264151,2.65,594.1
DDQN,NightShiftWorker,0,650,0.0,0.0,0.0,594.1
DDQN,NightShiftWorker,0,700,0.0,0.0,0.0,594.1
DDQN,NightShiftWorker,0,750,0.0,0.0,0.0,594.1
DDQN,NightShiftWorker,0,800,0.0,0.0,0.0,594.1
DDQN,NightShiftWorker,0,850,0.0,0.0,0.0,594.1
DDQN,NightShiftWorker,0,900,0.0,0.0,0.0,594.1
DDQN,NightShiftWorker,0,950,-0.08499999863022153,0.0,0.025,594.1
DDQN,NightShiftWorker,0,1000,-0.08499997382660479,0.0,0.025,594.1
DDQN,NightShiftWorker,0,1050,0.0,0.0,0.0,594.1
DDQN,NightShiftWorker,0,1100,0.0,0.0,0.0,594.1
DDQN,NightShiftWorker,0,1150,0.0,0.0,0.0,594.1
DDQN,NightShiftWorker,0,1200,0.0,0.0,0.0,594.1
DDQN,NightShiftWorker,0,1250,0.0,0.0,0.0,594.1
DDQN,NightShiftWorker,0,1300,0.0,0.0,0.0,594.1
DDQN,NightShiftWorker,0,1350,0.0,0.0,0.0,594.1
DDQN,NightShiftWorker,0,1400,0.0,0.0,0.0,594.1
DDQN,NightShiftWorker,0,1450,0.0,0.0,0.0,594.1
DDQN,NightShiftWorker,0,1500,0.0,0.0,0.0,594.1
DDQN,NightOwlStudent,0,50,-13.383754504108742,0.41385767790262173,13.35,598.5
DDQN,NightOwlStudent,0,100,6.012548276458238,0.3815261044176707,6.225,598.5
DDQN,NightOwlStudent,0,150,-1.8131921848502537,0.2736842105263158,16.625,598.5
DDQN,NightOwlStudent,0,200,-3.164917892248899,0.2925170068027211,18.375,598.5
DDQN,NightOwlStudent,0,250,-0.7026835629814823,0.35071707953063885,19.175,598.5
DDQN,NightOwlStudent,0,300,2.0411598887431954,0.3693304535637149,11.575,598.5
DDQN,NightOwlStudent,0,350,-3.109654412512457,0.35344827586206895,20.3,598.5
DDQN,NightOwlStudent,0,400,7.636309772202924,0.43492586490939045,15.175,598.5
DDQN,NightOwlStudent,0,450,6.938804171004452,0.49369747899159666,11.9,598.5
DDQN,NightOwlStudent,0,500,6.691877024957188,0.45911047345767575,17.425,598.5
DDQN,NightOwlStudent,0,550,7.828043857412998,0.43094841930116473,15.025,598.5
DDQN,NightOwlStudent,0,600,16.23006523562167,0.4471830985915493,21.3,598.5
DDQN,NightOwlStudent,0,650,-11.842787496420625,0.42290748898678415,22.7,598.5
DDQN,NightOwlStudent,0,700,7.43393239494645,0.4338235294117647,23.8,598.5
DDQN,NightOwlStudent,0,750,22.238458066839247,0.5540372670807453,20.125,598.5
DDQN,NightOwlStudent,0,800,15.490716006167293,0.5453367875647669,19.3,598.5
DDQN,NightOwlStudent,0,850,22.76045321699768,0.5802469135802469,18.225,598.5
DDQN,NightOwlStudent,0,900,24.496338154704056,0.5905292479108635,17.95,598.5
DDQN,NightOwlStudent,0,950,20.19146550550185,0.5451306413301663,21.05,598.5
DDQN,NightOwlStudent,0,1000,13.121093457884125,0.5316455696202531,17.775,598.5
DDQN,NightOwlStudent,0,1050,18.811819165239587,0.559322033898305,17.7,598.5
DDQN,NightOwlStudent,0,1100,21.77512096758415,0.5862595419847328,16.375,598.5
DDQN,NightOwlStudent,0,1150,18.726001036725098,0.5609756097560976,18.45,598.5
DDQN,NightOwlStudent,0,1200,22.12451682289313,0.5299363057324841,19.625,598.5
DDQN,NightOwlStudent,0,1250,22.05464909734541,0.5209125475285171,19.725,598.5
DDQN,NightOwlStudent,0,1300,24.56265382995352,0.5361077111383109,20.425,598.5
DDQN,NightOwlStudent,0,1350,21.12993073411776,0.534640522875817,19.125,598.5
DDQN,NightOwlStudent,0,1400,13.371397387575973,0.5221238938053098,19.775,598.5
DDQN,NightOwlStudent,0,1450,20.251881994397433,0.56,18.125,598.5
DDQN,NightOwlStudent,0,1500,21.408799598135886,0.5697841726618705,17.375,598.5
DDQN,Housewife,0,50,-13.382017044614269,0.24031516743269862,38.075,544.6
DDQN,Housewife,0,100,-10.246393026201993,0.246525237746891,34.175,544.6
DDQN,Housewife,0,150,-9.11209707062306,0.2473596442468038,44.975,544.6
DDQN,Housewife,0,200,-6.47604016425026,0.25198637911464244,44.05,544.6
DDQN,Housewife,0,250,-3.6438160924302325,0.2563817980022198,45.05,544.6
DDQN,Housewife,0,300,-22.911619294967675,0.22369000440334655,56.775,544.6
DDQN,Housewife,0,350,0.8985309815826732,0.257460799190693,49.425,544.6
DDQN,Housewife,0,400,14.76866056643585,0.27400468384074944,53.375,544.6
DDQN,Housewife,0,450,29.79385149267871,0.29740518962075846,50.1,544.6
DDQN,Housewife,0,500,35.03746700095445,0.30004732607666823,52.825,544.6
DDQN,Housewife,0,550,43.903999062036796,0.3166501486620416,50.45,544.6
DDQN,Housewife,0,600,56.036967201380506,0.34542410714285715,44.8,544.6
DDQN,Housewife,0,650,41.338399241219804,0.31665807117070655,48.475,544.6
DDQN,Housewife,0,700,41.33889713932602,0.32123799359658484,46.85,544.6
DDQN,Housewife,0,750,38.49525377475002,0.31341719077568136,47.7,544.6
DDQN,Housewife,0,800,49.64060170094812,0.3396551724137931,43.5,544.6
DDQN,Housewife,0,850,56.61481858781487,0.3526708788052843,43.525,544.6
DDQN,Housewife,0,900,47.5891336037443,0.34584295612009236,43.3,544.6
DDQN,Housewife,0,950,54.790728184877345,0.3550469483568075,42.6,544.6
DDQN,Housewife,0,1000,51.568722010333865,0.3454231433506045,43.425,544.6
DDQN,Housewife,0,1050,64.55323487748836,0.38555770470664086,38.775,544.6
DDQN,Housewife,0,1100,44.505265424588536,0.4214501510574018,33.1,544.6
DDQN,Housewife,0,1150,57.558448752201606,0.3682559598494354,39.85,544.6
DDQN,Housewife,0,1200,50.76266680911117,0.3559928443649374,41.925,544.6
DDQN,Housewife,0,1250,45.0559077949548,0.32451032292218107,47.225,544.6
DDQN,Housewife,0,1300,46.00316817073652,0.3555956678700361,41.55,544.6
DDQN,Housewife,0,1350,39.614691654568006,0.3677335075114304,38.275,544.6
DDQN,Housewife,0,1400,50.855876467500295,0.37541974479516454,37.225,544.6
DDQN,Housewife,0,1450,55.06327212545752,0.3765182186234818,37.05,544.6
DDQN,Housewife,0,1500,56.89022485034436,0.3740694789081886,40.3,544.6
PPO,Housewife,0,50,-16.172880310405347,0.23205741626794257,31.35,240.4
PPO,Housewife,0,100,-7.640987089678096,0.2567237163814181,20.45,240.4
PPO,Housewife,0,150,0.9531812086698572,0.2869757174392936,22.65,240.4
PPO,Housewife,0,200,1.6544848257111284,0.28507795100222716,22.45,240.4
PPO,Housewife,0,250,-14.18789829187441,0.23847695390781562,24.95,240.4
PPO,Housewife,0,300,-5.493529882953772,0.2675736961451247,22.05,240.4
PPO,Housewife,0,350,-8.349968685496407,0.2543186180422265,26.05,240.4
PPO,Housewife,0,400,-7.993502837232279,0.257172131147541,24.4,240.4
PPO,Housewife,0,450,-6.583624519848696,0.2604602510460251,23.9,240.4
PPO,Housewife,0,500,-2.100916259816534,0.26848249027237353,25.7,240.4
PPO,Housewife,0,550,-4.540496719219811,0.26687435098650053,24.075,240.4
PPO,Housewife,0,600,-10.137669449048264,0.24903846153846154,26.0,240.4
PPO,Housewife,0,650,-13.12083087898678,0.24216765453005928,29.525,240.4
PPO,Housewife,0,700,-8.743937958435879,0.25089928057553956,27.8,240.4
PPO,Housewife,0,750,-24.487803442371934,0.21499548328816623,27.675,240.4
PPO,Housewife,0,800,-22.758500570022782,0.21857025472473296,30.425,240.4
PPO,Housewife,0,850,-24.909379245426727,0.20752984389348025,27.225,240.4
PPO,Housewife,0,900,-16.26377858951838,0.23227132579650564,24.325,240.4
PPO,Housewife,0,950,-12.471189565185593,0.2408906882591093,24.7,240.4
PPO,Housewife,0,1000,-6.688882842422368,0.2633979475484607,21.925,240.4
PPO,Housewife,0,1050,-22.38327925626636,0.20679012345679013,24.3,240.4
PPO,Housewife,0,1100,-10.739009107145776,0.2462686567164179,23.45,240.4
PPO,Housewife,0,1150,-15.741480562415237,0.23229166666666667,24.0,240.4
PPO,Housewife,0,1200,-20.11317035049471,0.21643286573146292,24.95,240.4
PPO,Housewife,0,1250,-7.018073597690503,0.2601626016260163,24.6,240.4
PPO,Housewife,0,1300,-8.324698018986492,0.25456292026897215,26.025,240.4
PPO,Housewife,0,1350,-1.703199986881567,0.27976190476190477,21.0,240.4
PPO,Housewife,0,1400,-8.903292660063611,0.25565610859728505,22.1,240.4
PPO,Housewife,0,1450,-7.554902040113879,0.25901328273244784,26.35,240.4
PPO,Housewife,0,1500,-13.308738474476701,0.24586776859504134,24.2,240.4
