agent,archetype,seed,episode,reward,ctr,sends,seconds
LINUCB,NormalStudent,0,750,-68.99498860360288,0.16245136186770429,51.4,71.4
LINUCB,NormalStudent,0,800,-73.52987436089902,0.1577437858508604,52.3,71.4
LINUCB,NormalStudent,0,850,-69.78649390782778,0.16076555023923444,52.25,71.4
LINUCB,NormalStudent,0,900,-70.32920222572808,0.16108986615678778,52.3,71.4
LINUCB,NormalStudent,0,950,-67.60488887945785,0.16514642342774843,52.075,71.4
LINUCB,NormalStudent,0,1000,-65.65173533206989,0.16885007278020378,51.525,71.4
LINUCB,NormalStudent,0,1050,-64.2576698688262,0.1701923076923077,52.0,71.4
LINUCB,NormalStudent,0,1100,-66.33406617680518,0.16706904876871076,51.775,71.4
LINUCB,NormalStudent,0,1150,-63.70546713315012,0.17075517075517074,51.975,71.4
LINUCB,NormalStudent,0,1200,-66.16348380392361,0.1677138714354761,51.725,71.4
LINUCB,NormalStudent,0,1250,-67.42975379762666,0.16554702495201534,52.1,71.4
LINUCB,NormalStudent,0,1300,-66.99600659911452,0.16610495907558978,51.925,71.4
LINUCB,NormalStudent,0,1350,-65.54687842701142,0.16902784562774792,51.175,71.4
LINUCB,NormalStudent,0,1400,-65.65020350044283,0.16876208897485492,51.7,71.4
LINUCB,NormalStudent,0,1450,-66.60725846605865,0.1677138714354761,51.725,71.4
LINUCB,NormalStudent,0,1500,-67.8661824654433,0.1645021645021645,51.975,71.4
LINUCB,NightShiftWorker,0,50,-51.34588945799826,0.1778542742398164,43.575,73.3
LINUCB,NightShiftWorker,0,100,-48.01838423573445,0.18334297281665704,43.225,73.3
LINUCB,NightShiftWorker,0,150,-48.813459126955884,0.18424036281179137,44.1,73.3
LINUCB,NightShiftWorker,0,200,-46.88650233415291,0.18710781517398745,43.825,73.3
LINUCB,NightShiftWorker,0,250,-44.65701533077963,0.19094036697247707,43.6,73.3
LINUCB,NightShiftWorker,0,300,-49.58044798229226,0.182181610508281,43.775,73.3
LINUCB,NightShiftWorker,0,350,-48.906422795145815,0.1839080459770115,43.5,73.3
LINUCB,NightShiftWorker,0,400,-46.88596773240188,0.18796138557637707,44.025,73.3
LINUCB,NightShiftWorker,0,450,-46.230739623231976,0.18902093944538767,44.175,73.3
LINUCB,NightShiftWorker,0,500,-47.34146126440703,0.18600682593856654,43.95,73.3
LINUCB,NightShiftWorker,0,550,-46.38217107329903,0.18796561604584527,43.625,73.3
LINUCB,NightShiftWorker,0,600,-44.7132928710603,0.1906392694063927,43.8,73.3
LINUCB,NightShiftWorker,0,650,-48.48425384067959,0.1842696629213483,44.5,73.3
LINUCB,NightShiftWorker,0,700,-47.00945694728571,0.1873247335950645,44.575,73.3
LINUCB,NightShiftWorker,0,750,-48.90110033025551,0.18328690807799444,44.875,73.3
LINUCB,NightShiftWorker,0,800,-49.56725949409442,0.18272980501392758,44.875,73.3
LINUCB,NightShiftWorker,0,850,-53.539984062265475,0.17702552719200887,45.05,73.3
LINUCB,NightShiftWorker,0,900,-51.3105984504355,0.1815673289183223,45.3,73.3
LINUCB,NightShiftWorker,0,950,-52.76007797764387,0.1782343142698501,45.025,73.3
LINUCB,NightShiftWorker,0,1000,-51.35837558547197,0.18131564400221117,45.225,73.3
LINUCB,NightShiftWorker,0,1050,-47.094485804440595,0.1878483835005574,44.85,73.3
LINUCB,NightShiftWorker,0,1100,-46.19948160604499,0.1891891891891892,44.4,73.3
LINUCB,NightShiftWorker,0,1150,-47.15699369480667,0.18725324309080654,44.325,73.3
LINUCB,NightShiftWorker,0,1200,-46.029730349606076,0.18877551020408162,44.1,73.3
LINUCB,NightShiftWorker,0,1250,-48.01111304136145,0.18541548897682306,44.225,73.3
LINUCB,NightShiftWorker,0,1300,-48.70139725170536,0.18505942275042445,44.175,73.3
LINUCB,NightShiftWorker,0,1350,-50.04533489702702,0.18283791362871565,44.575,73.3
LINUCB,NightShiftWorker,0,1400,-49.66500173706062,0.18360471645143178,44.525,73.3
LINUCB,NightShiftWorker,0,1450,-50.655293832245064,0.18176670441676104,44.15,73.3
LINUCB,NightShiftWorker,0,1500,-50.05091677301908,0.1829405162738496,44.55,73.3
LINUCB,NightOwlStudent,0,50,-39.620218790408174,0.1968365553602812,42.675,74.2
LINUCB,NightOwlStudent,0,100,-37.52639297468909,0.19830200121285627,41.225,74.2
LINUCB,NightOwlStudent,0,150,-38.85726452988879,0.1968019680196802,40.65,74.2
LINUCB,NightOwlStudent,0,200,-34.47897484647331,0.20612980769230768,41.6,74.2
LINUCB,NightOwlStudent,0,250,-28.98457361839843,0.21419676214196762,40.15,74.2
LINUCB,NightOwlStudent,0,300,-28.687639272169246,0.2147820593809223,39.575,74.2
LINUCB,NightOwlStudent,0,350,-29.96054663369967,0.21196690006365373,39.275,74.2
LINUCB,NightOwlStudent,0,400,-26.252764883811103,0.21930946291560102,39.1,74.2
LINUCB,NightOwlStudent,0,450,-24.189964679099884,0.22406110757479314,39.275,74.2
LINUCB,NightOwlStudent,0,500,-21.616556938738825,0.22784810126582278,39.5,74.2
LINUCB,NightOwlStudent,0,550,-23.27062373134292,0.2257450856055802,39.425,74.2
LINUCB,NightOwlStudent,0,600,-22.277551422296124,0.22666666666666666,39.375,74.2
LINUCB,NightOwlStudent,0,650,-22.724383613137583,0.22578576010262988,38.975,74.2
LINUCB,NightOwlStudent,0,700,-21.94957406428553,0.22730199613650998,38.825,74.2
LINUCB,NightOwlStudent,0,750,-21.355274240386056,0.2282958199356913,38.875,74.2
LINUCB,NightOwlStudent,0,800,-21.44594896020569,0.22826086956521738,39.1,74.2
LINUCB,NightOwlStudent,0,850,-20.769984349666537,0.22908622908622908,38.85,74.2
LINUCB,NightOwlStudent,0,900,-21.947005039007603,0.22683084899546338,38.575,74.2
LINUCB,NightOwlStudent,0,950,-21.447414695302683,0.2269180754226268,38.45,74.2
LINUCB,NightOwlStudent,0,1000,-20.862403936486135,0.22857142857142856,38.5,74.2
LINUCB,NightOwlStudent,0,1050,-21.73835977984577,0.22727272727272727,38.5,74.2
LINUCB,NightOwlStudent,0,1100,-21.821215071364424,0.22685788787483702,38.35,74.2
LINUCB,NightOwlStudent,0,1150,-21.928977509639516,0.22685788787483702,38.35,74.2
LINUCB,NightOwlStudent,0,1200,-22.31174068255046,0.22593320235756384,38.175,74.2
LINUCB,NightOwlStudent,0,1250,-22.31423754658821,0.22593320235756384,38.175,74.2
LINUCB,NightOwlStudent,0,1300,-22.13902385097428,0.2262295081967213,38.125,74.2
LINUCB,NightOwlStudent,0,1350,-22.364494767383235,0.22557377049180327,38.125,74.2
LINUCB,NightOwlStudent,0,1400,-21.53307855978365,0.2275409836065574,38.125,74.2
LINUCB,NightOwlStudent,0,1450,-21.529643763110535,0.22769028871391075,38.1,74.2
LINUCB,NightOwlStudent,0,1500,-22.32971153908798,0.22601839684625494,38.05,74.2
PPO,OfficeWorker,0,50,0.0,0.0,0.0,314.9
PPO,OfficeWorker,0,100,0.0,0.0,0.0,314.9
PPO,OfficeWorker,0,150,0.0,0.0,0.0,314.9
PPO,OfficeWorker,0,200,0.0,0.0,0.0,314.9
PPO,OfficeWorker,0,250,0.0,0.0,0.0,314.9
PPO,OfficeWorker,0,300,0.0,0.0,0.0,314.9
PPO,OfficeWorker,0,350,0.0,0.0,0.0,314.9
PPO,OfficeWorker,0,400,0.0,0.0,0.0,314.9
PPO,OfficeWorker,0,450,0.0,0.0,0.0,314.9
PPO,OfficeWorker,0,500,0.0,0.0,0.0,314.9
PPO,OfficeWorker,0,550,0.0,0.0,0.0,314.9
PPO,OfficeWorker,0,600,0.0,0.0,0.0,314.9
PPO,OfficeWorker,0,650,0.0,0.0,0.0,314.9
PPO,OfficeWorker,0,700,0.0,0.0,0.0,314.9
PPO,OfficeWorker,0,750,-0.7131874746641911,0.13333333333333333,0.375,314.9
PPO,OfficeWorker,0,800,0.0,0.0,0.0,314.9
PPO,OfficeWorker,0,850,-0.4999999652435026,0.21052631578947367,0.475,314.9
PPO,OfficeWorker,0,900,0.0,0.0,0.0,314.9
PPO,OfficeWorker,0,950,0.0,0.0,0.0,314.9
PPO,OfficeWorker,0,1000,0.0,0.0,0.0,314.9
PPO,OfficeWorker,0,1050,0.0,0.0,0.0,314.9
PPO,OfficeWorker,0,1100,0.0,0.0,0.0,314.9
PPO,OfficeWorker,0,1150,-1.4987855344884395,0.2534246575342466,3.65,314.9
PPO,OfficeWorker,0,1200,0.0,0.0,0.0,314.9
PPO,OfficeWorker,0,1250,0.03503975038355911,0.2857142857142857,1.575,314.9
PPO,OfficeWorker,0,1300,0.0,0.0,0.0,314.9
PPO,OfficeWorker,0,1350,0.0,0.0,0.0,314.9
PPO,OfficeWorker,0,1400,0.0,0.0,0.0,314.9
PPO,OfficeWorker,0,1450,0.5702486857051345,0.2985781990521327,5.275,314.9
PPO,OfficeWorker,0,1500,-10.165935709902621,0.22282608695652173,13.8,314.9
PPO,NightShiftWorker,0,50,0.0,0.0,0.0,313.2
PPO,NightShiftWorker,0,100,0.0,0.0,0.0,313.2
PPO,NightShiftWorker,0,150,0.0,0.0,0.0,313.2
PPO,NightShiftWorker,0,200,0.0,0.0,0.0,313.2
PPO,NightShiftWorker,0,250,0.0,0.0,0.0,313.2
PPO,NightShiftWorker,0,300,0.0,0.0,0.0,313.2
PPO,NightShiftWorker,0,350,0.0,0.0,0.0,313.2
PPO,NightShiftWorker,0,400,0.0,0.0,0.0,313.2
PPO,NightShiftWorker,0,450,0.0,0.0,0.0,313.2
PPO,NightShiftWorker,0,500,0.0,0.0,0.0,313.2
PPO,NightShiftWorker,0,550,0.0,0.0,0.0,313.2
PPO,NightShiftWorker,0,600,0.0,0.0,0.0,313.2
PPO,NightShiftWorker,0,650,0.0,0.0,0.0,313.2
PPO,NightShiftWorker,0,700,0.0,0.0,0.0,313.2
PPO,NightShiftWorker,0,750,0.0,0.0,0.0,313.2
PPO,NightShiftWorker,0,800,0.0,0.0,0.0,313.2
PPO,NightShiftWorker,0,850,0.0,0.0,0.0,313.2
PPO,NightShiftWorker,0,900,0.0,0.0,0.0,313.2
PPO,NightShiftWorker,0,950,0.0,0.0,0.0,313.2
PPO,NightShiftWorker,0,1000,0.0,0.0,0.0,313.2
PPO,NightShiftWorker,0,1050,0.0,0.0,0.0,313.2
PPO,NightShiftWorker,0,1100,0.0,0.0,0.0,313.2
PPO,NightShiftWorker,0,1150,0.0,0.0,0.0,313.2
PPO,NightShiftWorker,0,1200,0.0,0.0,0.0,313.2
PPO,NightShiftWorker,0,1250,0.0,0.0,0.0,313.2
PPO,NightShiftWorker,0,1300,0.0,0.0,0.0,313.2
PPO,NightShiftWorker,0,1350,0.0,0.0,0.0,313.2
PPO,NightShiftWorker,0,1400,0.0,0.0,0.0,313.2
PPO,NightShiftWorker,0,1450,0.0,0.0,0.0,313.2
PPO,NightShiftWorker,0,1500,-46.23336649467285,0.08450704225352113,17.75,313.2
PPO,NightOwlStudent,0,50,0.0,0.0,0.0,315.1
PPO,NightOwlStudent,0,100,0.0,0.0,0.0,315.1
PPO,NightOwlStudent,0,150,0.0,0.0,0.0,315.1
PPO,NightOwlStudent,0,200,0.0,0.0,0.0,315.1
PPO,NightOwlStudent,0,250,0.0,0.0,0.0,315.1
PPO,NightOwlStudent,0,300,0.0,0.0,0.0,315.1
PPO,NightOwlStudent,0,350,0.0,0.0,0.0,315.1
PPO,NightOwlStudent,0,400,0.0,0.0,0.0,315.1
PPO,NightOwlStudent,0,450,0.0,0.0,0.0,315.1
PPO,NightOwlStudent,0,500,0.0,0.0,0.0,315.1
PPO,NightOwlStudent,0,550,0.0,0.0,0.0,315.1
PPO,NightOwlStudent,0,600,0.0,0.0,0.0,315.1
PPO,NightOwlStudent,0,650,0.0,0.0,0.0,315.1
PPO,NightOwlStudent,0,700,0.0,0.0,0.0,315.1
PPO,NightOwlStudent,0,750,0.0,0.0,0.0,315.1
PPO,NightOwlStudent,0,800,0.0,0.0,0.0,315.1
PPO,NightOwlStudent,0,850,0.0,0.0,0.0,315.1
PPO,NightOwlStudent,0,900,0.0,0.0,0.0,315.1
PPO,NightOwlStudent,0,950,0.0,0.0,0.0,315.1
PPO,NightOwlStudent,0,1000,0.0,0.0,0.0,315.1
PPO,NightOwlStudent,0,1050,0.0,0.0,0.0,315.1
PPO,NightOwlStudent,0,1100,0.0,0.0,0.0,315.1
PPO,NightOwlStudent,0,1150,0.0,0.0,0.0,315.1
PPO,NightOwlStudent,0,1200,0.0,0.0,0.0,315.1
PPO,NightOwlStudent,0,1250,0.0,0.0,0.0,315.1
PPO,NightOwlStudent,0,1300,0.0,0.0,0.0,315.1
PPO,NightOwlStudent,0,1350,0.0,0.0,0.0,315.1
PPO,NightOwlStudent,0,1400,0.0,0.0,0.0,315.1
PPO,NightOwlStudent,0,1450,0.0,0.0,0.0,315.1
PPO,NightOwlStudent,0,1500,0.0,0.0,0.0,315.1
PPO,NormalStudent,0,50,0.0,0.0,0.0,321.0
PPO,NormalStudent,0,100,0.0,0.0,0.0,321.0
PPO,NormalStudent,0,150,0.0,0.0,0.0,321.0
PPO,NormalStudent,0,200,0.0,0.0,0.0,321.0
PPO,NormalStudent,0,250,0.0,0.0,0.0,321.0
PPO,NormalStudent,0,300,0.0,0.0,0.0,321.0
PPO,NormalStudent,0,350,0.0,0.0,0.0,321.0
PPO,NormalStudent,0,400,0.0,0.0,0.0,321.0
PPO,NormalStudent,0,450,-0.5097112022489123,0.25,1.0,321.0
PPO,NormalStudent,0,500,0.0,0.0,0.0,321.0
PPO,NormalStudent,0,550,0.0,0.0,0.0,321.0
PPO,NormalStudent,0,600,0.0,0.0,0.0,321.0
PPO,NormalStudent,0,650,0.0,0.0,0.0,321.0
PPO,NormalStudent,0,700,-2.8234045239604137,0.22377622377622378,3.575,321.0
PPO,NormalStudent,0,750,-2.047257958331523,0.23484848484848486,3.3,321.0
PPO,NormalStudent,0,800,-36.45810381975775,0.1625615763546798,25.375,321.0
PPO,NormalStudent,0,850,-31.374151189761665,0.1626848691695108,21.975,321.0
PPO,NormalStudent,0,900,-8.708683537266102,0.21749408983451538,10.575,321.0
PPO,NormalStudent,0,950,-37.14633039812468,0.17349607672188316,28.675,321.0
PPO,NormalStudent,0,1000,-8.156030803606438,0.24336973478939158,16.025,321.0
PPO,NormalStudent,0,1050,-32.22486647485433,0.18089053803339517,26.95,321.0
PPO,NormalStudent,0,1100,-26.964206970165186,0.2077104642014162,31.775,321.0
PPO,NormalStudent,0,1150,-30.746658503739866,0.19701986754966888,30.2,321.0
PPO,NormalStudent,0,1200,-29.04871601277256,0.1949685534591195,27.825,321.0
PPO,NormalStudent,0,1250,-25.67231405176746,0.2037871956717764,27.725,321.0
PPO,NormalStudent,0,1300,-28.39484750401949,0.19183285849952517,26.325,321.0
PPO,NormalStudent,0,1350,-12.774814132683966,0.22721268163804492,18.925,321.0
PPO,NormalStudent,0,1400,-53.477413353964224,0.15983321751216123,35.975,321.0
PPO,NormalStudent,0,1450,-65.50336839454448,0.14738805970149255,40.2,321.0
PPO,NormalStudent,0,1500,-47.99265215541392,0.1700348432055749,35.875,321.0
DQN,Housewife,0,50,-15.673687805507267,0.23568136932192232,37.975,553.1
DQN,Housewife,0,100,-9.431671157274462,0.2507204610951009,34.7,553.1
DQN,Housewife,0,150,-11.897060468686657,0.24297520661157024,45.375,553.1
DQN,Housewife,0,200,-20.729834288031736,0.2275238573581115,49.775,553.1
DQN,Housewife,0,250,-7.435663293523637,0.2497175141242938,44.25,553.1
DQN,Housewife,0,300,-6.077340380568899,0.24872665534804753,29.45,553.1
DQN,Housewife,0,350,-12.005860204739992,0.2386117136659436,57.625,553.1
DQN,Housewife,0,400,-4.697713218670673,0.25023342670401494,53.55,553.1
DQN,Housewife,0,450,33.94409263740996,0.3070083682008368,47.8,553.1
DQN,Housewife,0,500,27.872007877175843,0.2970835392980722,50.575,553.1
DQN,Housewife,0,550,46.40852015834364,0.32742440041710114,47.95,553.1
DQN,Housewife,0,600,20.570692014524173,0.28736208625877635,49.85,553.1
DQN,Housewife,0,650,20.172597505004084,0.3097961213326703,50.275,553.1
DQN,Housewife,0,700,39.64239034123118,0.3252873563218391,43.5,553.1
DQN,Housewife,0,750,43.652211889922896,0.323744769874477,47.8,553.1
DQN,Housewife,0,800,49.78796224659193,0.3417945690672963,42.35,553.1
DQN,Housewife,0,850,38.33509064011283,0.3153393907001603,46.775,553.1
DQN,Housewife,0,900,40.173566511958505,0.31115557778889447,49.975,553.1
DQN,Housewife,0,950,46.2696180725961,0.3333333333333333,44.025,553.1
DQN,Housewife,0,1000,47.09796992223973,0.3408826945412311,43.05,553.1
DQN,Housewife,0,1050,49.548454809459884,0.3466909532483303,41.175,553.1
DQN,Housewife,0,1100,49.965160476684844,0.3433179723502304,43.4,553.1
DQN,Housewife,0,1150,49.275119352284406,0.34774665042630937,41.05,553.1
DQN,Housewife,0,1200,58.82880796926831,0.3512304250559284,44.7,553.1
DQN,Housewife,0,1250,40.53877700748234,0.35607537361923325,38.475,553.1
DQN,Housewife,0,1300,44.01082323269735,0.36757512229210343,35.775,553.1
DQN,Housewife,0,1350,35.95949982437976,0.31693423096841017,48.275,553.1
DQN,Housewife,0,1400,52.69144512663693,0.3659305993690852,39.625,553.1
DQN,Housewife,0,1450,51.5184000176612,0.3773972602739726,36.5,553.1
DQN,Housewife,0,1500,31.21593776415665,0.336322869955157,44.6,553.1
DQN,OfficeWorker,0,50,-74.55741401150661,0.17080745341614906,64.4,568.3
DQN,OfficeWorker,0,100,-63.21393545697132,0.16932752781809385,51.675,568.3
DQN,OfficeWorker,0,150,-60.324887540354304,0.17926565874730022,57.875,568.3
DQN,OfficeWorker,0,200,-59.02237013963211,0.1778913144449605,53.825,568.3
DQN,OfficeWorker,0,250,-40.480306248287754,0.19675675675675675,46.25,568.3
DQN,OfficeWorker,0,300,-15.03016326109612,0.23567708333333334,38.4,568.3
DQN,OfficeWorker,0,350,-28.39322689420461,0.21398684997011358,41.825,568.3
DQN,OfficeWorker,0,400,-46.68964381781986,0.19105493437044238,51.425,568.3
DQN,OfficeWorker,0,450,-28.97722214471948,0.2054093567251462,34.2,568.3
DQN,OfficeWorker,0,500,-39.51248894143378,0.19513607411696585,43.175,568.3
DQN,OfficeWorker,0,550,-6.663184847385821,0.2568306010928962,27.45,568.3
DQN,OfficeWorker,0,600,-44.141347545898704,0.18720095693779903,41.8,568.3
DQN,OfficeWorker,0,650,-10.012063847524088,0.23991507430997877,23.55,568.3
DQN,OfficeWorker,0,700,-32.48664753602609,0.20591787439613526,41.4,568.3
DQN,OfficeWorker,0,750,-7.017237894047017,0.2502482621648461,25.175,568.3
DQN,OfficeWorker,0,800,13.399661976514002,0.3368010403120936,19.225,568.3
DQN,OfficeWorker,0,850,22.628341714242147,0.3414161008729389,25.775,568.3
DQN,OfficeWorker,0,900,23.641698428959305,0.3566810344827586,23.2,568.3
DQN,OfficeWorker,0,950,15.857643991653713,0.3302373581011352,24.225,568.3
DQN,OfficeWorker,0,1000,20.939754456330917,0.3560693641618497,21.625,568.3
DQN,OfficeWorker,0,1050,22.08967586945572,0.35274725274725277,22.75,568.3
DQN,OfficeWorker,0,1100,24.456483476129602,0.3701067615658363,21.075,568.3
DQN,OfficeWorker,0,1150,18.981123278641466,0.33530571992110453,25.35,568.3
DQN,OfficeWorker,0,1200,15.492923917085628,0.3125,29.6,568.3
DQN,OfficeWorker,0,1250,11.394139413362826,0.3033419023136247,29.175,568.3
DQN,OfficeWorker,0,1300,16.906374054005674,0.32755298651252407,25.95,568.3
DQN,OfficeWorker,0,1350,25.920154336397992,0.3468599033816425,25.875,568.3
DQN,OfficeWorker,0,1400,14.891891848335334,0.3239845261121857,25.85,568.3
DQN,OfficeWorker,0,1450,15.031322872209222,0.31569173630454966,26.925,568.3
DQN,OfficeWorker,0,1500,12.838627417418081,0.29107981220657275,37.275,568.3
DQN,NormalStudent,0,50,-14.467712736668423,0.23226433430515064,25.725,570.7
DQN,NormalStudent,0,100,-15.879878976528602,0.22518676627534684,23.425,570.7
DQN,NormalStudent,0,150,-31.165858119746417,0.19237147595356552,30.15,570.7
DQN,NormalStudent,0,200,-50.947363488974545,0.17370325693606756,41.45,570.7
DQN,NormalStudent,0,250,-15.095121608114207,0.2193877551020408,19.6,570.7
DQN,NormalStudent,0,300,-3.877297261120365,0.22994652406417113,4.675,570.7
DQN,NormalStudent,0,350,-5.69736311402705,0.21658986175115208,5.425,570.7
DQN,NormalStudent,0,400,-8.133350060679067,0.2280130293159609,7.675,570.7
DQN,NormalStudent,0,450,-9.669941592336663,0.21271393643031786,10.225,570.7
DQN,NormalStudent,0,500,-24.739100240881722,0.21044045676998369,30.65,570.7
DQN,NormalStudent,0,550,-21.96479114466384,0.21242124212421243,27.775,570.7
DQN,NormalStudent,0,600,-15.13794796655257,0.2344763670064875,26.975,570.7
DQN,NormalStudent,0,650,-4.187862461483827,0.3387358184764992,15.425,570.7
DQN,NormalStudent,0,700,-3.9059254263408816,0.30796460176991153,14.125,570.7
DQN,NormalStudent,0,750,-18.95763549456828,0.22592259225922592,27.775,570.7
DQN,NormalStudent,0,800,-3.066554101468477,0.2879019908116386,16.325,570.7
DQN,NormalStudent,0,850,-6.491923281373438,0.250814332247557,15.35,570.7
DQN,NormalStudent,0,900,2.7349728813965397,0.3191489361702128,12.925,570.7
